objectid,City,Station ID,Station Name,Number of Docks,Installed,On/Off-Street,EPC Status,Transit Status,Latitude,Longitude,x,y
1,San Jose,SJ-Q9,Willow St at Vine St,15,2017-09-19,On-Street,1,1,37.3184498,-121.88317,-121.88317,37.3184498000001
2,San Jose,SJ-Q4,Willow St at Blewett Ave,23,2019-10-18,On-Street,0,1,37.3090141,-121.90001,-121.90001,37.3090141000001
3,San Jose,SJ-O12,William St at 10th St,23,2017-09-18,Off-Street,1,1,37.3327938,-121.87593,-121.87593,37.3327938
4,San Jose,SJ-P10-2,Virginia St at 2nd St,19,2017-06-29,On-Street,1,1,37.324414,-121.88078,-121.88078,37.324414
5,San Jose,SJ-L7-2,The Alameda at Bush St,23,2017-06-30,Off-Street,0,1,37.3319323,-121.90489,-121.90489,37.3319323000001
6,San Jose,SJ-I11,Taylor St at 9th St,23,2019-02-13,On-Street,0,1,37.3530617,-121.89194,-121.89194,37.3530617000001
7,San Jose,SJ-N5,Sunol St at San Carlos St,27,2019-03-29,On-Street,0,1,37.3234513,-121.90598,-121.90598,37.3234513
8,San Jose,SJ-J6,Stockton Ave at Lenzen Ave,23,2019-05-10,On-Street,0,1,37.3367748,-121.90915,-121.90915,37.3367748000001
9,San Jose,SJ-L11,St James St at 9th St,19,2019-12-13,On-Street,1,1,37.3432085,-121.88439,-121.88439,37.3432085000001
10,San Jose,SJ-R11,South San Jose State (7th St at Humboldt St),31,2019-05-09,On-Street,1,1,37.3203158,-121.8701,-121.8701,37.3203158000001
11,San Jose,SJ-E9,Sonora Ave at 1st St,15,2019-03-21,On-Street,1,1,37.3640605,-121.91173,-121.91173,37.3640605000001
12,San Jose,SJ-D9,Skyport Dr at Technology Dr,19,2019-03-26,On-Street,1,1,37.3652266,-121.91681,-121.91681,37.3652266
13,San Jose,SJ-L7-1,SAP Center,23,2017-07-13,Off-Street,0,1,37.332692,-121.90008,-121.90008,37.3326920000001
14,San Jose,SJ-M9-2,Santa Clara St at Almaden Blvd,11,2017-07-14,Off-Street,0,1,37.333988,-121.8949,-121.8949,37.333988
15,San Jose,SJ-M11-1,Santa Clara St at 7th St,15,2017-06-30,On-Street,1,1,37.3391456,-121.88411,-121.88411,37.3391456000001
16,San Jose,SJ-N11,San Salvador St at 9th St,19,2017-06-30,On-Street,1,1,37.333955,-121.87735,-121.87735,37.3339550000001
17,San Jose,SJ-H9,San Pedro St at Hedding St,23,2018-03-22,On-Street,0,1,37.352601,-121.90573,-121.90573,37.352601
18,San Jose,SJ-L9,San Pedro Square,15,2017-10-19,Off-Street,0,1,37.336802,-121.89409,-121.89409,37.336802
19,San Jose,SJ-M7-1,San Jose Diridon Station,35,2017-07-17,Off-Street,0,1,37.329732,-121.90178,-121.90178,37.329732
20,San Jose,SJ-M10-1,San Jose City Hall,23,2017-07-13,Off-Street,1,1,37.337391,-121.887,-121.887,37.337391
21,San Jose,SJ-M11-2,San Fernando St at 7th St,23,2017-07-12,On-Street,1,1,37.3371224,-121.88321,-121.88321,37.3371224000001
22,San Jose,SJ-M10-2,San Fernando St at 4th St,23,2017-07-13,Off-Street,1,1,37.335885,-121.88566,-121.88566,37.3358850000001
23,San Jose,SJ-M4,San Carlos St at Meridian Ave,19,2019-05-16,Off-Street,0,1,37.3233447,-121.9135,-121.9135,37.3233447000001
24,San Jose,SJ-N9,San Carlos St at Market St,15,2017-07-14,Off-Street,0,1,37.330698,-121.88898,-121.88898,37.330698
25,San Jose,SJ-N12-1,San Carlos St at 11th St,19,2017-07-11,On-Street,0,1,37.3364659,-121.87661,-121.87661,37.3364659000001
26,San Jose,SJ-L10,Saint James Park,15,2017-09-27,Off-Street,1,1,37.339301,-121.88994,-121.88994,37.339301
27,San Jose,SJ-K9,Ryland Park,23,2017-07-13,Off-Street,0,1,37.342725,-121.89562,-121.89562,37.342725
28,San Jose,SJ-H11,Raymond Bernal Jr Memorial Park (8th St at Hedding St),23,2019-03-22,On-Street,0,1,37.3568344,-121.89594,-121.89594,37.3568344
29,San Jose,SJ-O10,Pierce Ave at Market St,27,2017-12-20,On-Street,1,1,37.327581,-121.88456,-121.88456,37.3275810000001
30,San Jose,SJ-M10-3,Paseo De San Antonio at 2nd St,19,2017-07-14,Off-Street,1,1,37.333798,-121.88694,-121.88694,37.3337980000001
31,San Jose,SJ-O4,Parkmoor Ave at Race St,27,2019-04-03,On-Street,0,1,37.3167365,-121.91,-121.91,37.3167365
32,San Jose,SJ-M5,Park Ave at Race St,23,2019-04-16,On-Street,0,1,37.3260108,-121.91233,-121.91233,37.3260108000001
33,San Jose,SJ-M6-2,Park Ave at Laurel Grove Ln,19,2019-12-13,On-Street,0,1,37.3262823,-121.90491,-121.90491,37.3262823000001
34,San Jose,SJ-Q8,Palm St at Willow St,19,2017-09-19,On-Street,1,1,37.3172979,-121.885,-121.885,37.3172979
35,San Jose,SJ-P9,Oak St at 1st St,23,2018-02-22,On-Street,1,1,37.3221246,-121.88109,-121.88109,37.3221246000001
36,San Jose,SJ-H17,Newbury Park Dr at King Rd,23,2019-10-17,On-Street,1,1,37.3655357,-121.86797,-121.86797,37.3655357000001
37,San Jose,SJ-K6,Morrison Ave at Julian St,19,2019-08-28,On-Street,0,1,37.3336771,-121.9086179,-121.9086179,37.3336771
38,San Jose,SJ-H10,Mission St at 1st St,27,2017-11-07,On-Street,0,1,37.3509643,-121.90202,-121.90202,37.3509643
39,San Jose,SJ-C9,Metro Dr at Technology Dr,23,2019-03-26,On-Street,1,1,37.3676781,-121.91879,-121.91879,37.3676781
40,San Jose,SJ-G15,Mercado Way at Sierra Rd,19,2019-11-27,On-Street,0,1,37.3711164,-121.88133,-121.88133,37.3711164000001
41,San Jose,SJ-H16,Mabury Rd at Lenfest Rd,19,2022-05-13,Off-Street,1,1,37.36506967,-121.871708,-121.871708,37.36506967
42,San Jose,SJ-P8,Locust St at Grant St,19,2017-09-15,On-Street,1,1,37.3229796,-121.88793,-121.88793,37.3229796000001
43,San Jose,SJ-F10,Kerley Dr at Rosemary St,19,2019-03-14,Off-Street,1,1,37.3608542,-121.90683,-121.90683,37.3608542000001
44,San Jose,SJ-K5,Julian St at The Alameda,23,2017-07-11,On-Street,0,1,37.3322326,-121.91252,-121.91252,37.3322326000001
45,San Jose,SJ-K11,Julian St at 6th St,15,2017-06-30,On-Street,1,1,37.3429973,-121.88889,-121.88889,37.3429973
46,San Jose,SJ-J10,Jackson St at 5th St,27,2017-07-19,On-Street,1,1,37.3487587,-121.8948,-121.8948,37.3487587000001
47,San Jose,SJ-E10,Gish Rd at 1st St,23,2019-03-12,On-Street,1,1,37.3618668,-121.90932,-121.90932,37.3618668
48,San Jose,SJ-I9,George St at 1st St,19,2019-09-09,On-Street,0,1,37.3475926,-121.89966,-121.89966,37.3475926
49,San Jose,SJ-M10-4,Fountain Alley at S 2nd St,11,2018-01-23,Off-Street,1,1,37.3361883,-121.88928,-121.88928,37.3361883000001
50,San Jose,SJ-J9,Empire St at 1st St,19,2017-12-21,On-Street,0,1,37.3448821,-121.89697,-121.89697,37.3448821000001
51,San Jose,SJ-L9-2,Devine St at San Pedro St,23,2019-11-22,On-Street,0,1,37.3386706,-121.89564,-121.89564,37.3386706000001
52,San Jose,SJ-P7,Delmas Ave at Virginia St,19,2019-04-19,On-Street,0,1,37.31997453,-121.8932198,-121.8932198,37.31997453
53,San Jose,SJ-M8-2,Delmas Ave and San Fernando St,19,2017-11-08,On-Street,0,1,37.3302641,-121.8977,-121.8977,37.3302641000001
54,San Jose,SJ-N7,Columbia Ave at Bird Ave,23,2019-10-18,On-Street,0,1,37.324126,-121.89972,-121.89972,37.324126
55,San Jose,SJ-M6,Cahill Park,23,2017-06-29,Off-Street,0,1,37.3291187,-121.90458,-121.90458,37.3291187
56,San Jose,SJ-Q5,Bird Ave at Willow St,19,2019-05-21,On-Street,0,1,37.3112839,-121.89633,-121.89633,37.3112839
57,San Jose,SJ-P6,Bird Ave at Coe Ave,15,2019-03-27,On-Street,0,1,37.3151579,-121.89783,-121.89783,37.3151579
58,San Jose,SJ-Q11,Bestor Art Park,15,2017-11-08,On-Street,1,1,37.3236779,-121.87412,-121.87412,37.3236779000001
59,San Jose,SJ-J12-2,Backesto Park (Jackson St at 13th St),15,2019-02-11,On-Street,0,1,37.3528868,-121.88605,-121.88605,37.3528868000001
60,San Jose,SJ-N6,Auzerais Ave at Los Gatos Creek Trail,23,2019-04-18,On-Street,0,1,37.3211818,-121.90309,-121.90309,37.3211818
61,San Jose,SJ-N5-2,Auzerais Ave at Lincoln Ave,27,2019-05-17,On-Street,0,1,37.3209685,-121.9083,-121.9083,37.3209685
62,San Jose,SJ-J8,Autumn Parkway at Coleman Ave,15,2017-09-18,On-Street,0,1,37.3413348,-121.90318,-121.90318,37.3413348
63,San Jose,SJ-I5,Asbury St at The Alameda,23,,On-Street,0,1,37.3380223,-121.9194782,-121.9194782,37.3380223
64,San Jose,SJ-M8,Almaden Blvd at San Fernando St,23,2017-07-13,Off-Street,0,1,37.331415,-121.8932,-121.8932,37.331415
65,San Jose,SJ-O9,Almaden Blvd at Balbach St,19,2017-07-11,On-Street,1,1,37.32673,-121.88927,-121.88927,37.3267300000001
66,San Jose,SJ-I14,23rd St at Taylor St,19,2019-05-10,On-Street,0,1,37.3600014,-121.87878,-121.87878,37.3600014
67,San Jose,SJ-M14,23rd St at Santa Clara St,19,2019-04-16,On-Street,1,1,37.34648029,-121.8685696,-121.8685696,37.34648029
68,San Jose,SJ-N14,22nd St at William St,15,2019-10-24,On-Street,1,1,37.3403787,-121.86402,-121.86402,37.3403787
69,San Jose,SJ-N14-2,19th St at William St,15,2019-10-24,On-Street,1,1,37.338468,-121.86652,-121.86652,37.338468
70,San Jose,SJ-L13,17th St at Santa Clara St,19,2019-04-18,On-Street,1,1,37.3439847,-121.87438,-121.87438,37.3439847000001
71,San Jose,SJ-L12,14th St at Santa Clara St,23,2019-09-25,On-Street,0,1,37.34238,-121.8772924,-121.8772924,37.34238
72,San Jose,SJ-H12,10th St at Mission St,23,2019-03-22,On-Street,0,1,37.35532813,-121.8920773,-121.8920773,37.35532813
73,San Jose,SJ-J12-1,10th St at Empire St,23,2019-03-12,On-Street,1,1,37.3494263,-121.88762,-121.88762,37.3494263000001
74,San Jose,SJ-M11-3,9th St at San Fernando St,19,2017-07-12,On-Street,1,1,37.3383952,-121.8808,-121.8808,37.3383952
75,San Jose,SJ-J11,7th St at Empire St,31,2019-08-29,On-Street,1,1,37.347712,-121.89055,-121.89055,37.3477120000001
76,San Jose,SJ-P10,5th St at Virginia St,27,2017-09-15,On-Street,1,1,37.3259984,-121.87712,-121.87712,37.3259984000001
77,San Jose,SJ-I10,5th St at Taylor St,23,2019-09-25,On-Street,1,1,37.3509018,-121.8958426,-121.8958426,37.3509018
78,San Jose,SJ-N10-3,5th St at San Salvador St,19,2017-07-19,Off-Street,1,1,37.3320387,-121.88177,-121.88177,37.3320387000001
79,San Jose,SJ-N10-1,4th St at San Carlos St,19,2019-07-09,On-Street,1,1,37.3327995,-121.88385,-121.88385,37.3327995000001
80,San Jose,SJ-Q10,3rd St at Keyes St,23,2019-06-27,On-Street,1,1,37.3208661,-121.87628,-121.87628,37.3208661
81,San Jose,SJ-K10,2nd St at Julian St,23,2018-07-11,On-Street,1,1,37.341132,-121.89284,-121.89284,37.3411320000001
82,San Jose,SJ-G10,1st St at Younger Ave,19,2019-03-14,On-Street,0,1,37.3550296,-121.90444,-121.90444,37.3550296000001
83,San Jose,SJ-N10-2,1st St at San Carlos St,19,2019-05-07,On-Street,0,1,37.331168,-121.88694,-121.88694,37.331168
84,Oakland,OK-H3-2,West St at Brockhurst St,19,2022-04-07,On-Street,1,1,37.8227521,-122.2729879,-122.2729879,37.8227521000001
85,Oakland,OK-F3,West St at 40th St,23,2017-07-20,On-Street,1,1,37.8302232,-122.27095,-122.27095,37.8302232
86,Oakland,OK-N1,West Oakland BART Station,23,2017-09-26,On-Street,1,1,37.8053183,-122.29484,-122.29484,37.8053183000001
87,Oakland,OK-K6,Webster St at 19th St,27,2017-12-13,On-Street,1,1,37.8069698,-122.26659,-122.26659,37.8069698
88,Oakland,OK-N6,Webster St at 2nd St,27,2018-03-14,On-Street,0,1,37.7951948,-122.27397,-122.27397,37.7951948
89,Oakland,OK-M5,Washington St at 8th St,27,2017-08-28,Off-Street,1,1,37.8007544,-122.27489,-122.27489,37.8007544000001
90,Oakland,OK-M2,Union St at 10th St,19,2017-07-24,On-Street,1,1,37.8072393,-122.28937,-122.28937,37.8072393
91,Oakland,OK-A2,Telegraph Ave at Alcatraz Ave,11,2017-07-06,On-Street,0,1,37.8502219,-122.26017,-122.26017,37.8502219000001
92,Oakland,OK-B3,Telegraph Ave at 58th St,15,2017-07-05,Off-Street,0,1,37.8444927,-122.26135,-122.26135,37.8444927
93,Oakland,OK-D4,Telegraph Ave at 49th St,15,2017-07-05,On-Street,0,1,37.8359455,-122.26237,-122.26237,37.8359455
94,Oakland,OK-I5,Telegraph Ave at 27th St,19,2017-07-03,Off-Street,1,1,37.8160731,-122.26789,-122.26789,37.8160731
95,Oakland,OK-K5-1,Telegraph Ave at 19th St,27,2017-07-03,Off-Street,1,1,37.8087021,-122.26993,-122.26993,37.8087021000001
96,Oakland,OK-J6-2,Snow Park,31,2017-07-08,On-Street,0,1,37.8078132,-122.2645,-122.2645,37.8078132000001
97,Oakland,OK-E4,Shattuck Ave at Telegraph Ave,19,2017-07-03,Off-Street,0,1,37.83353887,-122.2636937,-122.2636937,37.83353887
98,Oakland,OK-D3-1,Shattuck Ave at 55th St,15,2017-07-03,On-Street,0,1,37.8403643,-122.26449,-122.26449,37.8403643
99,Oakland,OK-K4,San Pablo Ave at MLK Jr Way,19,2017-07-07,On-Street,1,1,37.8113514,-122.27342,-122.27342,37.8113514
100,Oakland,OK-I3,San Pablo Ave at 27th St,19,2017-11-10,On-Street,1,1,37.8178269,-122.2757,-122.2757,37.8178269000001
101,Oakland,OK-L12,San Antonio Park,15,2017-07-28,On-Street,1,1,37.7901399,-122.24237,-122.24237,37.7901399
102,Oakland,OK-B4,Rockridge BART Station,25,2018-01-11,Off-Street,0,1,37.8442788,-122.2519,-122.2519,37.8442788
103,Oakland,OK-G5,Mosswood Park,31,2017-07-07,On-Street,0,1,37.8248925,-122.26044,-122.26044,37.8248925
104,Oakland,OK-L4,MLK Jr Way at 14th St,19,2017-07-07,On-Street,1,1,37.8061628,-122.27604,-122.27604,37.8061628
105,Oakland,OK-C4,Miles Ave at Cavour St,19,2018-07-23,On-Street,0,1,37.8388,-122.25873,-122.25873,37.8388
106,Oakland,OK-K3,Marston Campbell Park,19,2017-09-06,On-Street,1,1,37.8098236,-122.28019,-122.28019,37.8098236000001
107,Oakland,OK-F2-2,Market St at 45th St,15,2018-03-28,On-Street,1,1,37.834174,-122.27297,-122.27297,37.8341740000001
108,Oakland,OK-G2,Market St at 40th St,15,2017-07-08,On-Street,1,1,37.8305452,-122.27394,-122.27394,37.8305452000001
109,Oakland,OK-K7,Madison St at 17th St,19,2018-09-06,On-Street,0,1,37.8040368,-122.26241,-122.26241,37.8040368000001
110,Oakland,OK-G4,MacArthur Blvd at Telegraph Ave,19,2017-07-05,Off-Street,0,1,37.8262863,-122.2651,-122.2651,37.8262863
111,Oakland,OK-F4,MacArthur BART Station,31,2017-08-19,Off-Street,0,1,37.82841,-122.26631,-122.26631,37.8284100000001
112,Oakland,OK-L7-2,Lakeside Dr at 14th St,27,2017-07-05,Off-Street,0,1,37.8013189,-122.26264,-122.26264,37.8013189000001
113,Oakland,OK-H9-2,Lakeshore Ave at Trestle Glen Rd,15,2017-07-25,On-Street,0,1,37.8110807,-122.24327,-122.24327,37.8110807
114,Oakland,OK-M7,Lake Merritt BART Station,27,2017-08-02,Off-Street,1,1,37.7973195,-122.26532,-122.26532,37.7973195000001
115,Oakland,OK-L7,Jackson St at 11th St,27,2017-07-06,On-Street,1,1,37.8000016,-122.26644,-122.26644,37.8000016
116,Oakland,OK-N5,Jack London Square,27,2018-03-14,On-Street,0,1,37.796248,-122.27935,-122.27935,37.796248
117,Oakland,OK-J4,Isabella St at San Pablo Ave,19,2017-07-27,Off-Street,1,1,37.8149882,-122.27484,-122.27484,37.8149882000001
118,Oakland,OK-J6-1,Grand Ave at Webster St,27,2017-07-05,On-Street,1,1,37.8113768,-122.26519,-122.26519,37.8113768000001
119,Oakland,OK-H9-1,Grand Ave at Santa Clara Ave,19,2017-07-25,On-Street,0,1,37.8127441,-122.24722,-122.24722,37.8127441
120,Oakland,OK-I8,Grand Ave at Perkins St,23,2017-07-21,On-Street,0,1,37.8088939,-122.25646,-122.25646,37.8088939
121,Oakland,OK-D2,Genoa St at 55th St,15,2017-07-08,On-Street,0,1,37.8396488,-122.27176,-122.27176,37.8396488000001
122,Oakland,OK-N17,Fruitvale BART Station,15,2017-12-18,Off-Street,1,1,37.7752321,-122.2245,-122.2245,37.7752321
123,Oakland,OK-L6,Franklin St at 13th St,23,2017-07-05,On-Street,1,1,37.80303014,-122.2704962,-122.2704962,37.80303014
124,Oakland,OK-M6,Franklin St at 9th St,27,2017-07-05,On-Street,1,1,37.8005161,-122.27208,-122.27208,37.8005161
125,Oakland,OK-L5,Frank H Ogawa Plaza,35,2017-07-03,Off-Street,1,1,37.8045624,-122.27174,-122.27174,37.8045624000001
126,Oakland,OK-K17,Foothill Blvd at Harrington Ave,19,2017-09-07,On-Street,1,1,37.77993,-122.21773,-122.21773,37.77993
127,Oakland,OK-L16,Foothill Blvd at Fruitvale Ave,15,2017-07-28,On-Street,1,1,37.7837569,-122.2226,-122.2226,37.7837569000001
128,Oakland,OK-M16,Farnam St at Fruitvale Ave,19,2018-11-15,On-Street,1,1,37.778058,-122.2254,-122.2254,37.778058
129,Oakland,OK-I9,El Embarcadero at Grand Ave,23,2017-07-24,Off-Street,0,1,37.8088479,-122.24968,-122.24968,37.8088479
130,Oakland,OK-C2,Dover St at 57th St,15,2017-07-20,On-Street,0,1,37.8426295,-122.26774,-122.26774,37.8426295
131,Oakland,OK-K2,DeFremery Park,15,2017-07-24,On-Street,1,1,37.8123315,-122.28517,-122.28517,37.8123315
132,Oakland,OK-B5,College Ave at Taft Ave,15,2017-07-06,On-Street,0,1,37.8417999,-122.25153,-122.25153,37.8417999000001
133,Oakland,OK-C5,College Ave at Bryant Ave,23,2017-11-10,On-Street,0,1,37.8381269,-122.25127,-122.25127,37.8381269000001
134,Oakland,OK-M4,Chestnut St at 10th St,23,2017-09-05,On-Street,1,1,37.8063553,-122.2860187,-122.2860187,37.8063553000001
135,Oakland,OK-B2,Bushrod Park,19,2017-07-07,On-Street,0,1,37.8465156,-122.2653,-122.2653,37.8465156
136,Oakland,OK-H2-2,Brockhurst St at San Pablo Ave,19,2022-06-24,On-Street,1,1,37.82352279,-122.2771883,-122.2771883,37.82352279
137,Oakland,OK-D5,Broadway at Coronado Ave,23,2017-09-05,On-Street,0,1,37.8357883,-122.25162,-122.25162,37.8357883
138,Oakland,OK-F5,Broadway at 40th St,23,2017-07-10,On-Street,0,1,37.8277573,-122.25672,-122.25672,37.8277573
139,Oakland,OK-H5,Broadway at 30th St,19,2017-07-07,On-Street,1,1,37.8193814,-122.26193,-122.26193,37.8193814000001
140,Oakland,OK-L19,Bond St at High St,15,2017-07-31,On-Street,1,1,37.7741526,-122.2124,-122.2124,37.7741526
141,Oakland,OK-I6,Bay Pl at Vernon St,23,2017-07-18,On-Street,0,1,37.81225022,-122.2607186,-122.2607186,37.8122502200001
142,Oakland,OK-B1,Alcatraz Ave at Shattuck Ave,15,2018-03-28,On-Street,0,1,37.849595,-122.26557,-122.26557,37.8495950000001
143,Oakland,OK-A4,62nd St at Claremont Ave,23,2017-09-05,On-Street,0,1,37.84942425,-122.252558,-122.252558,37.84942425
144,Oakland,OK-C3,55th St at Telegraph Ave,19,2017-09-06,On-Street,0,1,37.8401858,-122.26182,-122.26182,37.8401858
145,Oakland,OK-D3-2,52nd St at MLK Jr Way,23,2017-07-03,On-Street,0,1,37.837369,-122.267656,-122.267656,37.837369
146,Oakland,OK-E3,45th St at MLK Jr Way,19,2017-07-06,On-Street,1,1,37.8335577,-122.26742,-122.26742,37.8335577
147,Oakland,OK-E5,45th St at Manila,23,2017-07-12,On-Street,0,1,37.8332935,-122.25622,-122.25622,37.8332935
148,Oakland,OK-F6,40th St at Piedmont Ave,19,2017-07-20,On-Street,0,1,37.8258212,-122.2534976,-122.2534976,37.8258212000001
149,Oakland,OK-G3,37th St at West St,23,2017-07-08,On-Street,1,1,37.8266956,-122.2718,-122.2718,37.8266956000001
150,Oakland,OK-H4-3,34th St at Telegraph Ave,23,2017-10-04,On-Street,1,1,37.82244688,-122.2659453,-122.2659453,37.82244688
151,Oakland,OK-H2,32nd St at Adeline St,15,2017-09-07,On-Street,1,1,37.8238474,-122.28119,-122.28119,37.8238474
152,Oakland,OK-I4,27th St at MLK Jr Way,19,2018-01-30,On-Street,1,1,37.8170154,-122.27176,-122.27176,37.8170154000001
153,Oakland,OK-M14,26th Ave at International Blvd,15,2017-08-02,On-Street,1,1,37.781123,-122.23299,-122.23299,37.781123
154,Oakland,OK-J3,24th St at Market St,19,2017-07-06,On-Street,1,1,37.8160598,-122.27824,-122.27824,37.8160598000001
155,Oakland,OK-J5,23rd St at Telegraph Ave,19,2017-07-03,On-Street,1,1,37.81258109,-122.268573,-122.268573,37.81258109
156,Oakland,OK-L14,23rd Ave at Foothill Blvd,15,2018-01-18,Off-Street,1,1,37.7851915,-122.23438,-122.23438,37.7851915000001
157,Oakland,OK-K10,21st St at 5th Ave,23,2018-07-26,On-Street,0,1,37.8004594,-122.24746,-122.24746,37.8004594000001
158,Oakland,OK-K5-2,19th Street BART Station,35,2017-07-03,On-Street,1,1,37.8093686,-122.26795,-122.26795,37.8093686
159,Oakland,OK-L1,14th St at Mandela Pkwy,15,2017-07-24,Off-Street,1,1,37.8107432,-122.29142,-122.29142,37.8107432
160,Oakland,OK-L3,14th St at Filbert St,19,2017-09-06,On-Street,1,1,37.8087498,-122.28328,-122.28328,37.8087498
161,Oakland,OK-L6-2,13th St at Webster St,19,2020-12-18,On-Street,1,1,37.8026884,-122.2691464,-122.2691464,37.8026884000001
162,Oakland,OK-L8,10th St at Fallon St,23,2017-07-07,On-Street,1,1,37.7976728,-122.263,-122.263,37.7976728
163,Oakland,OK-L11,10th Ave at E 15th St,15,2017-07-24,On-Street,1,1,37.7927143,-122.24878,-122.24878,37.7927143000001
164,Oakland,OK-L10,6th Ave at E 12th St (Temporary Location),15,2018-09-12,On-Street,1,1,37.794396,-122.253842,-122.253842,37.7943960000001
165,Oakland,OK-L9,4th Ave at E 12th St (Temporary Location),19,2018-09-11,On-Street,1,1,37.795913,-122.25555,-122.25555,37.795913
166,Oakland,OK-K9,2nd Ave at E 18th St,35,2017-07-24,On-Street,1,1,37.8002136,-122.25381,-122.25381,37.8002136000001
167,Emeryville,EM-B2,Stanford Ave at Hollis St,15,2017-09-01,On-Street,0,1,37.8384435,-122.28866,-122.28866,37.8384435
168,Emeryville,EM-D2,Horton St at 40th St,23,2017-07-06,On-Street,1,1,37.8297046,-122.28761,-122.28761,37.8297046000001
169,Emeryville,EM-D3,Emeryville Town Hall,23,2017-07-06,On-Street,1,1,37.8312752,-122.28563,-122.28563,37.8312752000001
170,Emeryville,EM-B1,Emeryville Public Market,19,2018-03-15,Off-Street,0,1,37.8405212,-122.2935283,-122.2935283,37.8405212000001
171,Emeryville,EM-A2,Doyle St at 59th St,15,2017-08-31,On-Street,0,1,37.8419238,-122.28805,-122.28805,37.8419238000001
172,Emeryville,EM-D4,Adeline St at 40th St,15,2017-07-06,On-Street,1,1,37.8312769,-122.27827,-122.27827,37.8312769
173,Emeryville,EM-B0-2,2100 Powell St,23,2019-04-10,Off-Street,0,1,37.8395431,-122.29872,-122.29872,37.8395431000001
174,Emeryville,EM-C1,65th St at Hollis St,19,2017-08-31,On-Street,0,1,37.8467842,-122.29138,-122.29138,37.8467842000001
175,Emeryville,EM-A1,59th St at Horton St,19,2017-10-06,On-Street,0,1,37.8409452,-122.29136,-122.29136,37.8409452000001
176,Emeryville,EM-C2,53rd St at Hollis St,23,2017-09-01,On-Street,0,1,37.8361823,-122.28718,-122.28718,37.8361823000001
177,Emeryville,EM-C3,47th St at San Pablo Ave,19,2017-10-25,On-Street,1,1,37.8356703,-122.2811258,-122.2811258,37.8356703000001
178,San Francisco,SF-H27-1,Yerba Buena Center for the Arts (Howard St at 3rd St),19,2017-08-17,Off-Street,0,1,37.78487208,-122.4008757,-122.4008757,37.7848720800001
179,San Francisco,SF-Y27,Williams Ave at Apollo St,15,2018-09-20,On-Street,0,1,37.73016751,-122.3989633,-122.3989633,37.7301675100001
180,San Francisco,SF-Y29,Williams Ave at 3rd St,19,2018-09-20,On-Street,1,1,37.72927865,-122.3928961,-122.3928961,37.72927865
181,San Francisco,SF-C20-2,Webster St at Union St,23,2022-09-20,On-Street,0,1,37.7974387,-122.4339891,-122.4339891,37.7974387
182,San Francisco,SF-H20,Webster St at O'Farrell St,27,2017-08-30,On-Street,1,1,37.78352084,-122.4311578,-122.4311578,37.7835208400001
183,San Francisco,SF-J20,Webster St at Grove St,27,2017-09-01,On-Street,0,1,37.7770527,-122.4295585,-122.4295585,37.7770527000001
184,San Francisco,SF-E20,Webster St at Clay St,19,2019-11-27,On-Street,0,1,37.79080303,-122.4325901,-122.4325901,37.7908030300001
185,San Francisco,SF-E22,Washington St at Van Ness Ave,27,2021-07-23,On-Street,0,1,37.79297436,-122.423303,-122.423303,37.7929743600001
186,San Francisco,SF-D27,Washington St at Kearny St,31,2017-06-14,On-Street,1,1,37.79539294,-122.4047703,-122.4047703,37.7953929400001
